0.004988662,0
0.009977324,0
0.014965986,0
0.019954648,0
0.024943310,0
0.029931972,0
0.034920634,0
0.039909297,0
0.044897959,0
0.049886621,0
0.054875283,0
0.059863945,0
0.064852607,0
0.069841269,0
0.074829931,0
0.079818594,0
0.084807256,0
0.089795918,0
0.094784580,0
0.099773242,0
0.104761904,0
0.109750566,0
0.114739229,0
0.119727891,0
0.124716553,0
0.129705215,0
0.134693877,0
0.139682539,0
0.144671201,0
0.149659863,0
0.154648526,0
0.159637188,0
0.164625850,0
0.169614512,0
0.174603174,0
0.179591836,0
0.184580498,0
0.189569160,0
0.194557823,0
0.199546485,0
0.204535147,0
0.209523809,0
0.214512471,0
0.219501133,0
0.224489795,0
0.229478458,0
0.234467120,0
0.239455782,0
0.244444444,0
0.249433106,0
0.254421768,0
0.259410430,0.004
0.264399092,0.009
0.269387755,0.014
0.274376417,0.019
0.279365079,0.024
0.284353741,0.029
0.289342403,0.034
0.294331065,0.039
0.299319727,0.044
0.304308390,0.049
0.309297052,0.054
0.314285714,0.059
0.319274376,0.064
0.324263038,0.069
0.329251700,0.074
0.334240362,0.079
0.339229024,0.084
0.344217687,0.089
0.349206349,0.094
0.354195011,0.099
0.359183673,0.104
0.364172335,0.109
0.369160997,0.114
0.374149659,0.119
0.379138321,0.124
0.384126984,0.129
0.389115646,0.134
0.394104308,0.139
0.399092970,0.144
0.404081632,0.149
0.409070294,0.154
0.414058956,0.159
0.419047619,0.164
0.424036281,0.169
0.429024943,0.174
0.434013605,0.179
0.439002267,0.184
0.443990929,0.189
0.448979591,0.194
0.453968253,0.199
0.458956916,0.204
0.463945578,0.209
0.468934240,0.214
0.473922902,0.219
0.478911564,0.224
0.483900226,0.229
0.488888888,0.234
0.493877551,0.239
0.498866213,0.244
0.503854875,0.249
0.508843537,0.254
0.513832199,0.259
0.518820861,0.264
0.523809523,0.269
0.528798185,0.274
0.533786848,0.279
0.538775510,0.284
0.543764172,0.289
0.548752834,0.294
0.553741496,0.299
0.558730158,0.304
0.563718820,0.309
0.568707482,0.314
0.573696145,0.319
0.578684807,0.324
0.583673469,0.329
0.588662131,0.334
0.593650793,0.339
0.598639455,0.344
0.603628117,0.349
0.608616780,0.354
0.613605442,0.359
0.618594104,0.364
0.623582766,0.369
0.628571428,0.374
0.633560090,0.379
